,Index,ID,Provinz,Ort,Breite,Länge,Text,_7,_8,_9
192,35299,EDCS-05200003,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,] / [Minuciae] Q(uinti) f(iliae) Maximillae / [fili]ae et / [Q(uinto) Mi]nucio Hermaisco [f(ilio)] / [et Au]cto viro piissimo et / [Q(uinto) Mi]nucio Hermeti li[b(erto)] / bene merenti p(osuit) p(ecunia) s(ua) / Aburiae Sex(ti) Aburi Primigeni lib(ertae) Id[eni] / p(iissimae) p(osuit) / libertis libertabusque [poste]/risque eorum,1,200,
193,35384,EDCS-08300140,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,Ti[3] / Eutyc[he] / coniugi et / C(aius) Cornelius Menophilus / patri b(ene) m(erenti) f(ecit),71,150,mulieres;  viri
194,35387,EDCS-08300145,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,T(ito) Flavio Aug(usti) lib(erto) Carpo et / Claudiae Fortunata[e] // T(ito) Flavio Aug(usti) lib(erto) Carpo patri / et Claudiae Fortunatae matri / Flavia Aug(usti) lib(erta) Auge filia bene / merentibus fecit et libertis / libertabus posterisque eorum / et Ti(berio) Claudio Zosimo patri,151,200,
195,35403,EDCS-08300179,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,[3]ogene / [3]nicus / [3] b(ene) m(erenti) / [,1,100,
196,35441,EDCS-05700040,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,Tauro[bolium factum Matri deum Magn(ae) Idaeae pro salute] / Im[p(eratoris) Caesaris] / M(arci) Aurel[i Antonini Aug(usti) et] / L(uci) A⟦ureli [Commodi Caes(aris)⟧ et] / Faustina[e Aug(ustae) et cetero]/rum libe[rorum eorum senatui XVvir(is) s(acris) f(aciundis) equestri] / ordin(i) ex[ercitui p(opuli) R(omani)] / navigan[tium 3]RO[3] / decurio[nibu]s coloni[ae Ostiensium] / canno[phoris] dendroph[oris] / nata[3]atis taurob[oliatis] / in [campo Matr]is deum col(oniae) [Ostiensium] / [3]q(ue) eorum ea[rumque(?)] // Cri{n}obolium factum [Matri] / deum Mag(nae) Id(a)eae pr[o salute] / Imp(eratoris) Caes(aris) ⟦L(uci) A[ureli]⟧ / ⟦C[ommodi]⟧ / [to]tiusq(ue) dom[us divinae // ]rniam [3] / [3]ux Ul[3] / C[ombari]sio Hes[perione] / [decurionum(?) decret]o publ[ice(?)], 169,175,Augusti/Augustae;  litterae erasae;  milites;  mulieres;  ordo decurionum;  sacerdotes pagani;  tituli sacri;  viri
197,35546,EDCS-05700352,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,D(ecimo) Fabio D(ecimi) filio Pal(atina) / Floro Vera&lt;t=I&gt;io / sacerdot(i) Sanct(ae) Reg[in(ae)] / iudicio maiestatis eius / elect(o) Anubiaco prima / «dec(urioni) Laur(entium) vic(o) Aug(ustanorum) quatt&lt;uo=E&gt;rvi(ro)» / naviculario V corpor(orum) / lenunculariorum Ost(iensium) / honorib(us) ac munerib(us) / omnib(us) funct(us) sodali / corp(orum) V region(um) col(oniae) Ost(iensis) / huic statuam Flavius / Moschylus v(ir) c(larissimus) Isiacus / huius loci memor eius / sanctimoniae castitat(is) / testament(o) suo co(n)stitui(t) / ab heredib(us) suis iussit / patrono munditiario / b(ene) m(erenti) / l(ocus) d(atus) d(ecreto) d(ecurionum) p(ublice) // Ob honore(m) quo die sacerd(os) fa[ctus est(?)] / dedicat(um) XVII Kal(endas) A[3] / ter et semel / co(n)s(ulibus) / locus datus a(b) Iulio / Faustino pont(ifice) V&lt;o=U&gt;l&lt;c=K&gt;(ani) [et] / aed(ium) sacrar(um) permisit / act(or) Fl(avi) Moscyli / sub q(uin)q(uennalitate) c(ensoriae) p(otestatis) / Q(uinti) Veturi Firmi Felicis / Socratis et / L(uci) Flori Euprepetis / ob cuius dedicatione(m) / dedit decurionibus |(denarios) III(!) cum officio basilic(a)es,251,251,litterae in litura;  officium/professio;  ordo decurionum;  ordo senatorius;  sacerdotes pagani;  tituli honorarii;  tituli operum;  tituli sacri;  tria nomina;  viri
198,35582,EDCS-05700526,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,Aeli(a)e Felic/issim(a)e bene / merenti / locu plenu da/tu sibi et marit/o suo advenienti,117,200,
199,35601,EDCS-05700839,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,Cl(audius) Vi[3] / Cl(audius) Arianus [3]/li bene me/renti,151,250,
200,35604,EDCS-05700927,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,Domitiae(!) Rogat/a fecit Valeriae {Ve} / Venuste matri du/lcissim(a)e bene me/renti,201,300,
201,35608,EDCS-05700959,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,] Egrilia [3] / [3 E]grilio [3] / [3 s]uo ben[e merenti 3] / [3 libert]is libert[abus(que)] / [posteris]q(ue) eor[um,51,200,liberti/libertae
202,35619,EDCS-05701061,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,Flavia Marcellina / conditiv&lt;u=O&gt;m f(ecit) Flaviae / Hilaritati sorori b(ene) m(erenti) / concesso loco intran/tibus in parte dexteriori / a Plotio Hermete et Vale/ria Saturnina,1,100,
203,35633,EDCS-05701352,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,]es Elpidis [3] / [3] Maximina [3] / [3]erio Presidi[3] / [3 bene m]erenti libert[is 3] / [3 poster]isque eo[rum,201,300,liberti/libertae
204,35654,EDCS-05701768,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,Q(uintus) Vesprius Pa/rdus fecit Te/ttiae co(n)iugi s/uae &lt;b=V&gt;ene mere/nti Rogatae,1,100,mulieres;  viri
205,35656,EDCS-05701878,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,Efrius Ca[3 con]iugi inc[omparabili?] / (a)nn(orum) XXI[3] lib(ertus?) patr(ono) b(ene) m(erenti),251,300,liberti/libertae;  mulieres;  viri
206,35694,EDCS-05802132,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,] lib(ertus) Stephanus [3] / [3]liae Venerina[e 3] / [3] bene merenti [3] / [3]III[,151,250,liberti/libertae
207,35849,EDCS-11900402,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,M(arco) Aurel[io 3 f(ilio) Ter(etina) Pyladi] / A[re]scio [Scythopoli] / p[an]tomim[o sui temporis] / primo in c[olon(iam) provecto et] / [p]rob(ato) a[b Impp(eratoribus) Valeriano] / ⟦[e]t Gallieno [Augg(ustis) 3]⟧ / ex provinci[a 3]E[3 post] / mortem patr[is s]ui Iud[a]e at[q(ue) de]cu/rioni civitat[iu]m Ascaloni[tan]orum / et Damascen[or]um huic s[3]ndus / ordo Augus[ta]lium non [sol]um / propter memo[ri]am patr[is eius sed] / et propter plenam [peritiam postul(antibus)] / omnibus parite[r civibus,253,260,litterae erasae
208,35850,EDCS-28300190,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,[M(arco) Aurelio 3] f(ilio) Ter(etina) Py[ladi] / [3] Scythop[oli] / [pantomimo sui] tempor[is primo] / [3]to et / probato] / ⟦6⟧ / [3 ex p]rovincia / [3 post] mortem p[atris] / [sui 3 decurion]i civit[atium] / [Ascalonitanorum et Damascenorum] / [huic 3] / [no]n solum [propter memoriam pa]/[tri]s eius sed et pr[opter plenam] / [pe]ritiam postul[antibus omnibus] / [pa]riter civibus [,253,260,litterae erasae
209,36078,EDCS-59700130,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,] / co(n)iu[gi bene] / me[renti],151,300,
210,36093,EDCS-59700023,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,] / Livi[ae 3] / A(ulus) Liv[ius(?) 3] / be[ // ] / libertae et c[oniugi(?)] / A(aulus) Livius C[3] / vern[ae 3] // ]M[3] / [3 co]niugi / [3]tus / [3] f() / [ // ]us Chrestus / [3] fecit b(ene) m(erenti), 151,200,
211,36097,EDCS-59700036,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,] / incomp[arabili bene] / meren[ti],151,250,
212,36188,EDCS-24500735,Latium et Campania / Regio I,Ostia Antica,41.753654,12.2857442,]RO SI[3] / [3 bene me]r(enti) qui [vixit 3] / [3]VIII S[,1,200,
213,36232,EDCS-05800833,Latium et Campania / Regio I,Palestrina / Praeneste,41.8389656,12.8912487,Tu quae Tarpeio coleris vicina Tonanti / votorum vindex semper Fortuna meorum / accipe quae pietas ponit tibi dona merenti / effigiem nostri conservatura parentis / cuius ne taceat memorandum littera nomen / Caesius hic idemq(ue) Titus Primusq(ue) vocatur / qui largae Cereris messes fructusq(ue) renatos / digerit in pretium cui constat fama fidesq(ue) / et qui divitias vincit pudor ire per illos / consuetus portus cura studioq(ue) laboris / litor(a) qui praestant fessis tutissima nautis / notus in urbe sacra notus quoq(ue) finibus illis / quos Umber sulcare solet quos Tuscus arator / omnibus hic annis votorum more suorum / centenas adicit numero crescente coronas / Fortunae simulacra colens et Apollinis aras / arcanumq(ue) Iovem quorum consentit in illo / maiestas longae promittens tempore vitae / accipe posteritas quod per tua saecula narres / Taurinus kari iussus pietate parentis / hoc posuit donum quod nec sententia mortis / vincere nec poterit fatorum summa potestas / sed populi salvo semper rumore manebit // L(ucio) Ceion[i]o Comm[odo] / [S]ex(to) Vetul[e]nio Civi[ca] / Pompeiano c[o(n)s(ulibus)] / loc(us) d(atus) d(ecreto) d(ecurionum),136,136,carmina;  tituli sacri;  tria nomina;  viri
214,36265,EDCS-05800900,Latium et Campania / Regio I,Palestrina / Praeneste,41.8389656,12.8912487,] l(ibertus) Trypho / [3] M(arci) Cispi / [3 ma]g(ister) aedit(uum) aed(is) C(astoris) P(ollucis) [3] / [municip(ii) Tus]cul(ani) m(agister) ad M(artem) Praen(estinum) [3] / [3] amans suorum [ // L(ucius) Baeb[ius 3] / tr(ibunus) pl(ebis) [,1,100,liberti/libertae;  ordo senatorius;  sacerdotes pagani;  tituli operum;  tituli sacri;  viri
215,37484,EDCS-28801085,Latium et Campania / Regio I,Pompei,40.7517375,14.4905636,L(ucio) Nonio Asprenate / A(ulo) Plotio co(n)s(ulibus) as{s}ellus natus / pridie Nonas capr&lt;a=O&gt;tinas,29,29,tituli operum;  tituli possessionis
216,37580,EDCS-28801182,Latium et Campania / Regio I,Pompei,40.7517375,14.4905636,Si quis forte meam cupiet vio[lare] / puellam illum in desertis / montibus urat amor,1,79,carmina;  mulieres;  tituli possessionis
217,37586,EDCS-28801189,Latium et Campania / Regio I,Pompei,40.7517375,14.4905636,Alliget hic auras si quis / obiurgat amantes et vetet / assiduas currere fontis / aquas,1,79,carmina;  tituli possessionis
218,38093,EDCS-25401281,Latium et Campania / Regio I,Pompei,40.7517375,14.4905636,L(ucium) C(eium) S(ecundum) bene mer(enti) / IIvir(um) o(ro) v(os) f(aciatis) Hinnulus / cum Papilione rog(at),78,79,nomen singulare;  ordo decurionum;  tituli possessionis;  tria nomina;  viri
219,38854,EDCS-23800402,Latium et Campania / Regio I,Pompei,40.7517375,14.4905636,Ceium IIvir(um) o(ro) v(os) (!) / bene merentem rog(amus),77,79,
220,39847,EDCS-23000586,Latium et Campania / Regio I,Pompei,40.7517375,14.4905636,C(aium) Iulium Polybium / IIvir(um) i(ure) d(icundo) o(ro) v(os) f(aciatis) bene / merente[m(?)] Astylus rog(at),76,78,
221,39900,EDCS-21800315,Latium et Campania / Regio I,Pompei,40.7517375,14.4905636,Venite amantes,1,79,
222,40548,EDCS-64400027,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,Octaviae Sal/viae coniugi / bene merenti / C(aius) Laecanius Alexan/der,51,150,
223,40652,EDCS-11500668,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,Sabino Augusti n(ostri) / dispensatori Aure/lia Epimachis con/iugi merenti / vixit fecit an(nos) XXXVI,171,250,mulieres;  viri
224,40655,EDCS-11500718,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,L(ucio) Annio L(uci) f(ilio) Col(lina) / Modesto / hon(orato) equo publ(ico) / K(alendis) Iun(iis) in curia basilicae Augusti [An]nianae scribund(o) adfuer(unt) / T(itus) Oppius Severus Viguetius Liberalis Iulius / Capretanus Granius Longinus quod / [T(itus)] Aufidius Thrasea Ti(berius) Claudius Quartinus IIviri / v(erba) [f(ecerunt)] de confirmanda auctoritate memoriae honorand(ae) / statuaq(ue) ponenda Annio Modesto Anni Numisiani ornati / viri filio q(uid) d(e) e(a) r(e) f(ieri) p(laceret) d(e) e(a) r(e) [i(ta)] c(ensuerunt) cum Annius Numisianus / [ornatus] vir ad singulor(um) testimonium pertin(eat) qua probitate / morum qua quietae vitae quod unic(um) / in dolore praesidium est meruer&lt;i=A&gt;t adfectuum nostrorum / consolationem adq(ue) candore ordinis no/stri (!) bonum civem piumq(ue) patrem in tam / gravi fortunae iniuria qua potest indignatione / a tanta avocare tristitia / placere huic ordini auctorit(atem) in eam rem ante / hanc diem factam confirmari permittiq(ue) Annio / Adiecto lib(erto) eius statuam ponere Annio Modesto loco / adsignato a IIviris nostris quo testatior sit erga eum adfectus / rei p(ublicae) nostrae conlaudantis quod in vita praestiterit censuer(e) / Adiectus lib(ertus) / l(ocus) d(atus) d(ecreto) d(ecurionum),111,130,liberti/libertae;  ordo decurionum;  ordo equester;  tituli honorarii;  tituli operum;  tria nomina;  viri
225,40726,EDCS-11501014,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,] / Antoni / heres / b(ene) m(erenti),101,250,
226,40729,EDCS-11501043,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,Arriae / Aelianeni / Arrius / Gratus / coniugi / b(ene) m(erenti),101,230,mulieres;  viri
227,40762,EDCS-11501342,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,M(arcus) Fabius M(arci) l(ibertus) Philoca/lus sibi et Valeriae / M(arci) l(ibertae) Certae uxori et / |(obitae) Calpurniae Cn(aei) l(ibertae) Saturninae / bene merenti,1,50,liberti/libertae
228,40772,EDCS-11501439,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,] / Helvius Terentianus / amicus b(ene) m(erenti) f(ecit),101,250,
229,40778,EDCS-11501501,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,Iulio Ho/nomastia/no Iul(ia) Euth() / co(n)iug(i) b(ene) m(erenti) f(ecit),151,250,mulieres;  viri
230,40788,EDCS-11501646,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,Margari/di coniu/gi meren/ti C(aius) Iul(ius) / Hermeros,151,230,mulieres;  viri
231,40790,EDCS-11501657,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,Mariae / Psyche / b(ene) m(erenti),51,150,
232,40798,EDCS-11501722,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,C(aio) Novio Thallo / et Noviae Euhodiae / coniugi eius et / C(aio) Novio Sabiniano / Noviae Iustae / fili(i)s eorum merentib(us) / C(aius) Novius Onesimus fecit / et sibi et libertis libertabusq(ue) / suis,1,70,liberti/libertae;  mulieres;  viri
233,40803,EDCS-11501762,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,M(arcus) Laelius C(ai) l(ibertus) / Dardanus sibi et / Pacciae L(uci) l(ibertae) Euposioni / co(n)iugi suae bene merenti,51,100,liberti/libertae;  mulieres;  viri
234,40805,EDCS-11501786,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,Phainus / Octaviae / Iucundae / coniugi bene merenti / conservatrici,51,200,mulieres;  nomen singulare;  tria nomina;  viri
235,40807,EDCS-11501799,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,Polybio Aug(usti) l(iberto) / Amarantian(o) / Perelia Gemella / amico bene meren(ti),51,100,liberti/libertae
236,40810,EDCS-11501819,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,]iae Sanct[3] / [3]ae bene mer[enti 3] / [3]r et Pomponia [3] / [3]ana et sibi et s[uis et] / [libertis lib]ertab[usque,1,100,liberti/libertae
237,40818,EDCS-15100145,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,C(aio) Sempronio L(uci) f(ilio) Gallo / C(aius) Turcius Crescens / patrono optimo et b(ene) d(e) s(e) m(erenti) / fecit et sibi et suis,1,100,
238,40829,EDCS-15100234,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,Tyche / Philocalo / fratri / b(ene) m(erenti) f(ecit),101,200,
239,40830,EDCS-15100240,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,a]nn(is) XVIII / [mens(ibus)] XI dieb(us) XXVI / Q(uintus) Valerius / Aspasius / lib(ertus) b(ene) m(erenti) fecit,101,200,liberti/libertae
240,40853,EDCS-15400620,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,]rbuloi[3] / [3]viae Trii[3] / [3] coniugi I[3] / [3] Avitus fili[us 3] / [3] b(ene) merenti [,51,150,mulieres;  viri
241,40869,EDCS-15400689,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,an]nis V d(iebus) XXI / [3] mater filio piissimo / [et bene me]renti fecit sibi et su[is] / [p]osterisque,101,200,
242,40912,EDCS-51200087,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,Cn(aeo) Pompeio / Euphrosyno / post decretum ei bisellium et statuam / honorato etiam decurionalibus ornamentis / ab ordine decurionum cuius decretum infra scr(iptum) est / Idibus Ianuari(i)s in curia basilicae Aug(usti) Annianae scribundo adfuerunt universi / quod L(ucius) Pontius Ingenu(u)s et T(itus) Clodius Felix IIviri verba fecerunt de decernendis ornamentis / decurionalibus Pompeio Euphrosyno probo homini quid de ea re f(ieri) p(laceret) d(e) e(a) r(e) i(ta) c(ensuerunt) / cum Pompeius Euphrosynus munificentiae suae nomine bene merenti de re publica / nostra placere huic ordini ornamenta decurionalia ei decerni ita ut / omnia commoda accipiat,129,129,ordo decurionum;  tituli honorarii;  tituli operum;  tria nomina;  viri
243,40947,EDCS-34400140,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,]RNEI[3] / [3] iuveni et lo[3] / [3] populo q(uid) d(e) e(a) [r(e) f(ieri) p(laceret) d(e) e(a) r(e) i(ta) c(ensuerunt)] / [cum Mariu]s Sedatus splendidus iuvenis [populi gratiam prae]/[ter] plenissimum ordinis meruerit adfectum [sitque sol]/lemne pari gratia bonos prosequi cives eos [maxime quorum] / munificentiae suffragia plebis accedunt [3] / placere huic ordini Mario Sedato probis[simo iuveni ho]/norem auguratus decerni ut is eo iure [aput nos augur] / sit quoquis optimo iure aput nos aug[ur est fuit],101,200,
244,40960,EDCS-48700683,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,] / [mer]enti(?) paren/[tes] fil(io?) fece/runt,101,200,
245,40993,EDCS-34000065,Latium et Campania / Regio I,Pozzuoli / Puteoli,40.822643,14.1219109,]ces / [3]servo / [bene mer]enti fecit,101,200,
246,41042,EDCS-18200237,Latium et Campania / Regio I,Prata di Principato Ultra / Abellinum,40.985973,14.8375141,T(ito) Nonio &lt;T=I&gt;(iti) f(ilio) / Proculo / T&lt;T=I&gt;(iti) Nonii Fort/unatus et Proc/ulus fil(ii) p(atri) p(iissimo) b(ene) m(erenti) f(ecerunt) // Iuvenci / {h}ave,201,250,
247,41070,EDCS-37900012,Latium et Campania / Regio I,Pratica di Mare / Laurentum / Lavinium,41.6636559,12.4803042,]/nius [3]/odotu[s coniu]/gi ben[e mere]/nti fec[it(?),176,300,
248,41071,EDCS-10400059,Latium et Campania / Regio I,Pratica di Mare / Laurentum / Lavinium,41.6636559,12.4803042,C(aio) Servilio Quir(ina) Diodoro v(iro) e(gregio) / proc(uratori) CC provinciarum Hispaniar(um) / citerioris et superioris item / proc(uratori) C Moes(iae) inf(erioris) et regni Norici / item proc(uratori) LX rat(ionis) privat(ae) praef(ecto) / alae I Tungrorum Frontonianae / trib(uno) leg(ionis) XIIII Gem(inae) praef(ecto) coh(ortis) II Aurel(iae) / novae |(miliariae) equit(atae) ⟦3⟧ / L(aurenti) L(avinati) domo Girba ex Africa / coniugi incomparabili / Egnatia Salviana / eius // [C(aius) Se]rvilius Diodorus Pontio Fusco Ponti[ano] / suo salutem / Egnatia Salviana mater familias mea pro sua pietate rega me s[tatuam(?)] / mihi in civitate Laurentium Lavinatium ubi sacerdotalis su[m(?) po]/suit(?) eius obsequia amplianda crededi domine ut collegi[o(?) den]/drophororum quod est in eadem civitate dem HS XX(milia) n(ummum) ut ea qu[an]/titas conlocetur et eius summae usurae quicunces id est HS [|(mille)] / eidem collegio quo&lt;t=D&gt;annis praestentur ut die pr(idie) Iduum Nov[em]/brium natalis mei sportulas accipere et epulari publice eodem lo[co] / cum libertis meis possint quam rem credo et ad splendorem ipsiu[s] / loci pertinere peto igitur domine pro tua insigni aequitate suscipi / eam a Magio Iusto et Vibusio Severino praetoribus eiusdem civitatis / iubeas eaque observari quae his litteris meis comprehendi ut benefi/cio humanitatis tuae quo&lt;t=D&gt;annis celebrari dies natalis / mei simul cum libertis meis possit / dat(um) VI Non(as) Octobr(es) Nummio Albino et Laelio Maximo co[(n)s(ulibus)] // Pontius Fuscus Pontianus Magio Iusto et Vibusio Severino / suis salutem / legite in subiectis exemplum litterarum quas ad me fecit Se(r)vilius Diodo/rus v(ir) e(gregius) sacerdotalis splendidissimae civitatis vestrae ut secundum / haec quae litteris suis complexus est voluntatis eius satis fiat // Magius Iustus et Vibusius Severinus Pontio Fusco Pontiano / suo salutem / secundum praeceptum litterarum tuarum domine et voluntatem Servili / Diodori v(iri) e(gregii) suscepta esse IIII Non(as) Octobr(es) Albino et Maximo co(n)s(ulibus) ab eodem / Diodoro v(iro) e(gregio) HS XX(milia) n(ummum) quam summam / suscepit Asclepiades rei p(ublicae) L(aurentium) L(avinatium) servus / ar&lt;c=K&gt;arius ut scires notum amplitudini tuae facimus // Dedic(atum) VII Id(us) Sept(embres) / Nummio Albino et Laelio Maximo co(n)s(ulibus) // Q(uinto) Aiacio Modesto II et M(arco) Maecio Probo co(n)s(ulibus) / XV Kal(endas) Sept(embres) / in Caesareum quod est in foro cum ordo collegi(i) dendropho/rorum L(aurentium) L(avinatium) convenisset ibi Cornelius Trophimus et Varenius / Legitimus quinquennales verba fecerunt / ante omnia gratias agendas Servilio Diodoro v(iro) e(gregio) quod dignatus / sit apu&lt;d=T&gt; rem p(ublicam) L(aurentium) L(avinatium) splendidissimae civitatis n(ostrae) collegio n(ostro) HS XX(milia) n(ummum) / nomine n(ostro) collocare cuius summae usuram quod idest |(mille) HS n(ummos) / a re p(ublica) L(aurentium) L(avinatium) quodannis(!) praestari ut die pr(idie) Id(us) Nov(embres) natalis eius / quodannis(!) sportulas habeamus secundum ea quae in tabula aenea / quam schola in quam convenimus perscribtum(!) posuit idque ordi/ni n(ostro) maxime placere tam bono viro bene merenti gratias age/re cum sciamus quantam laetitiam in perpetuum ab eo percepe/rimus placet itaq(ue) universis patron(um) eum Egnatiam Salvianam / eius matrem cooptemus et petamus ab eo ut tabulam aeneam patrona/ti suscipere et libens rescribere dignetur et ut commendatos / habeat singulos universos qui nos et in clientela sua recipere dignatur et quo notius sit ista voluptas hoc decretum nos/trum in tabula aenea perscribtum(!) ei offeratur per Iul(ium) Sabinum Sextium Fidelem Sen(iorem) Ulp(ium) Crescentem // Servilius Diodorus colleg(io) dendrophororum / oblatam mihi tabulam aeream nomine vestro per Iul(ium) Sabinum / Sextium Fidelem Sen(iorem) Ulpium Crescentem collegis(!) vestris(!) libens / accepi et gratos vos muneris quod vobis obtuli et observaturos / ea quae desideravi intellexi maxime cum ea res exemplo sit ceteris / consacerdotalib(us) meis optantib(us) a vobis honorem patronatus,227,228,liberti/libertae;  litterae erasae;  milites;  mulieres;  nomen singulare;  officium/professio;  ordo decurionum;  ordo equester;  sacerdotes pagani;  servi/servae;  tituli operum;  viri
249,41110,EDCS-09200114,Latium et Campania / Regio I,Ravello,40.6496643,14.6122753,[3]na / [3] Ti(berius) Claudius Gauphicus / libertus b(ene) m(erenti) f(ecit),51,100,liberti/libertae
250,41124,EDCS-64000002,Latium et Campania / Regio I,Salerno / Salernum,40.6803601,14.7594542,D(is) M(anibus) / Iulio Dynamico / patrono b(ene) m(erenti) / liberti,131,230,
251,41181,EDCS-09800044,Latium et Campania / Regio I,San Cesareo / Tellene / Tellenae,41.819196,12.8003335,[Hanc pat]rona [ti]bi statuit scholam Glen[e merenti] / [erep]tum fato sustulit a[t]ra quies / [floren]tem Parcae properastis toller[e vitam] / [et no]n usuram parcere Ditis er[i] / [muta i]acet cinis et nomen tellure teg[antur] / [secre]ti Manes ne sine fine satis,101,200,
252,41191,EDCS-09800046,Latium et Campania / Regio I,San Cesareo / Tellene / Tellenae,41.819196,12.8003335,Cn(aeo) Pompeio / Paulo / C(aius) Memmius / Regulus / amico / [bene meren]ti,51,100,
253,41321,EDCS-21200041,Latium et Campania / Regio I,Sezze / Setia,41.4984145,13.0592171,Eros vivas // C(aio) Oppio C(ai) f(ilio) Pon&lt;t=I&gt;(ina) Pom/ius [3] / plen[3] / [collegium] iuben[u]m(!) ob eximiu[m] / amorem eius meren/ti p(atrono) c(oloniae) S[et(inae)] ob quem / [hon(orem) quod in] statuam / contulerunt dona/vit HS IIII m(ilia) n(ummum) quam sum/mam ita donata(m) habe/b(unt) [u]t per(petuo?) annis sing(ulis) die / natali ipsius ex usuris / summa[e] s(upra) s(criptae) sportulas / pr(a)esentib(us) dividant e[t] / dec(urionibus) ob quam ded(icationem) omni/bus divisit [1]avi[3] adlectis / [3] ac [3] // d(edicatum) XII Kal(endas) [3] / Albin//o I[I et] / Dextro // [co(n)s(ulibus)],263,263,
254,41324,EDCS-21200050,Latium et Campania / Regio I,Sezze / Setia,41.4984145,13.0592171,Ti(berius) Claudius Euangelus / Claudiae Galateae / coniugi bene / merenti,1,100,mulieres;  viri
255,41514,EDCS-82000090,Latium et Campania / Regio I,Terracina / Tarracina,41.2871196,13.2492009,C(aio) Caesari Augusti f(ilio) / divi Iuli n(epoti) principi iuventutis / pontif(ici) co(n)s(uli) imp(eratori) / hic omnium annos natus XIV co(n)s(ul) desig(natus) / coloni Axurnates patrono,4,4,Augusti/Augustae;  sacerdotes pagani;  tituli honorarii;  viri
256,41515,EDCS-82000091,Latium et Campania / Regio I,Terracina / Tarracina,41.2871196,13.2492009,L(ucio) Caesari Augusti filio / divi Iuli n(epoti) principi iuventutis / auguri / quem co(n)s(ulem) populus creavit ann(os) nat(um) XIIII / coloni Axurnat(es) patrono,4,4,Augusti/Augustae;  sacerdotes pagani;  tituli honorarii;  viri
257,41627,EDCS-05801809,Latium et Campania / Regio I,Tivoli / Tibur,41.960922,12.798884,C(aius) Ofilli[us] / C(ai) l(ibertus) Amemptus / fecit / Cn(aeo) Sentio / Thallo et / Sentiae / Aprili / amicis suis / bene merentibus,101,200,liberti/libertae
258,41832,EDCS-21300082,Latium et Campania / Regio I,Velletri / Velitrae,41.6867015,12.7770433,C(ai) Acili Marciani / cent(urionis) princ(ipis) leg(ionis) / XIIII Gem(inae) / Caralitano / alumno b(ene) m(erenti) / C(aius) Aur⟦r⟧(elius) Onesim(us) / [3]GG[,171,230,liberti/libertae;  litterae erasae;  milites;  tria nomina;  viri
