"","Hispania citerior","Roma","Venetia et Histria / Regio X","Apulia et Calabria / Regio II","Transpadana / Regio XI","Lusitania","Latium et Campania / Regio I","Umbria / Regio VI","Samnium / Regio IV","Gallia Narbonensis","Dalmatia","Aquitani(c)a","Lugudunensis","Germania superior","Moesia superior","Dacia","Bruttium et Lucania / Regio III","Noricum","Picenum / Regio V","Aemilia / Regio VIII","Numidia","Mauretania Caesariensis","Raetia","Moesia inferior","Pannonia inferior","Baetica","Sicilia","Sardinia","Liguria / Regio IX","Pannonia superior","Germania inferior","Alpes Maritimae","Britannia","Mauretania Tingitana","Etruria / Regio VII","Africa proconsularis","Macedonia","Alpes Cottiae","Cappadocia","Provincia incerta","Corsica","Asia","Arabia","Thracia","Italia","Belgica | Germania superior","Palaestina","Galatia","Barbaricum","Alpes Poeninae","Belgica","Achaia","Pontus et Bithynia","Aegyptus","Syria","Alpes Graiae","Lycia et Pamphylia","Regnum Bospori","Cyprus","Cilicia"
"0","0","7","1","0","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","2","18","1","0","4","0","7","0","3","1","2","0","0","0","0","0","0","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","3","51","3","4","1","1","10","1","2","2","0","0","0","0","2","0","0","2","3","1","0","0","0","0","3","2","0","0","0","3","1","2","1","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","0","48","1","6","0","2","14","0","3","0","4","0","0","0","2","1","0","7","2","0","0","0","0","0","4","1","1","0","1","3","1","0","0","0","0","10","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","15","78","13","7","5","9","28","7","12","2","6","0","1","1","2","1","3","8","2","4","0","0","0","3","3","5","1","1","1","4","0","0","0","0","4","32","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"250","12","33","4","1","2","6","16","1","1","3","15","0","1","1","4","13","4","5","0","1","0","0","2","4","7","6","0","1","0","12","4","0","4","0","0","38","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"undatiert","36","170","12","3","1","48","25","4","0","58","9","1","16","0","1","1","1","1","4","7","221","21","0","1","0","11","3","4","0","0","0","1","0","8","7","526","0","0","1","2","0","1","3","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
